арестовывать,2.7627985144676286,Ptcp
бросать,2.976995764942764,Ptcp
вверять,1.8457235761243846,Ptcp
вводить,2.4006580864103775,Ptcp
взбесить,1.6548374102453183,Ptcp
взъерошивать,1.9370762319117993,Ptcp
взять,3.0591745205986918,Ptcp
видеть,1.8704253670557711,Ptcp
вкладывать,1.5449302638524651,Ptcp
включать,2.355935812112688,Ptcp
вкопать,2.252809583716753,Ptcp
возвращать,1.9764302975773076,Ptcp
вооружать,1.8572992184216675,Ptcp
воспитывать,1.6925953510518537,Ptcp
воспрещать,1.5677688775277716,Ptcp
воспринимать,1.957198876235588,Ptcp
восстанавливать,2.146635181704037,Ptcp
вписывать,1.5449302638524651,Ptcp
встревожить,2.318098994210552,Ptcp
выбивать,2.030767345495483,Ptcp
выбирать,2.283123851167139,Ptcp
выбрасывать,1.957198876235588,Ptcp
выбривать,2.331720028427032,Ptcp
выворачивать,1.859198847118026,Ptcp
выдавать,2.105645299930166,Ptcp
выдвигать,1.9159757314484405,Ptcp
выделять,2.248190377797601,Ptcp
выдумывать,1.5677688775277716,Ptcp
вызывать,2.981738868049116,Ptcp
выкидывать,1.6548374102453183,Ptcp
выкладывать,1.5677688775277716,Ptcp
выкрасить,1.6548374102453183,Ptcp
вымащивать,1.6362380313775895,Ptcp
вымывать,1.6134814663370372,Ptcp
вынести,1.6755754848555082,Ptcp
выпивать,2.2275858530198023,Ptcp
выписывать,1.9864434231113959,Ptcp
выполнять,2.6465383503161144,Ptcp
выпускать,2.5499468832563155,Ptcp
выпучивать,2.139735545222878,Ptcp
выражать,2.7236982082997483,Ptcp
выразить,2.801274393167615,Ptcp
выручать,1.8457235761243846,Ptcp
высказывать,2.2332300883568927,Ptcp
выставлять,2.3637167040942497,Ptcp
выстраивать,2.0847310860880315,Ptcp
высушивать,1.5677688775277716,Ptcp
вытаращивать,1.7594940190471515,Ptcp
выявлять,1.9864434231113959,Ptcp
давать,3.042471740181326,Ptcp
данна,2.7389638810534374,Ptcp
дать,3.4321207472403152,Ptcp
дозволять,1.8704253670557711,Ptcp
доказывать,2.326581309245246,Ptcp
допускать,1.8937974614465296,Ptcp
доставлять,2.253574697285362,Ptcp
достигать,2.396827440855532,Ptcp
забинтовывать,1.7449451423717872,Ptcp
забросить,2.7081448063336753,Ptcp
заваливать,2.6365262274008616,Ptcp
завертывать,2.3856928034417173,Ptcp
завершать,1.9258419598740821,Ptcp
заводить,2.4782818665238446,Ptcp
завязнуть,1.8457235761243846,Ptcp
заготавливать,1.5677688775277716,Ptcp
задействовать,1.727331546323848,Ptcp
задерживать,2.3226869702252957,Ptcp
задеть,1.6362380313775895,Ptcp
задирать,1.5449302638524651,Ptcp
задумывать,2.339315869372922,Ptcp
заказывать,1.817449871298853,Ptcp
заканчивать,2.4076837251013217,Ptcp
закапчивать,1.6362380313775895,Ptcp
закатать,1.7116438916487926,Ptcp
закладывать,2.4983170193981263,Ptcp
закреплять,1.6134814663370372,Ptcp
закутывать,1.9480272101004221,Ptcp
заливать,2.836816846258566,Ptcp
заляпывать,1.5677688775277716,Ptcp
замаскировать,1.8937974614465296,Ptcp
заменять,1.9041744907625804,Ptcp
замечать,2.4961359918915136,Ptcp
замешать,2.0383618461099386,Ptcp
замучивать,1.5449302638524651,Ptcp
занести,1.5449302638524651,Ptcp
запечатлевать,1.6362380313775895,Ptcp
запирать,2.646228940244689,Ptcp
записывать,2.779739719879899,Ptcp
запланировать,1.7449451423717872,Ptcp
заплатить,1.6134814663370372,Ptcp
заполнять,2.4787372827561107,Ptcp
заправлять,1.5677688775277716,Ptcp
запрещать,2.9467756474412314,Ptcp
запрягать,1.8572992184216675,Ptcp
запылить,2.1591650434166803,Ptcp
зарабатывать,1.8318167695920486,Ptcp
зарегистрировать,2.4451540433040835,Ptcp
зарывать,1.8704253670557711,Ptcp
заставлять,1.6548374102453183,Ptcp
застегнуть,1.5677688775277716,Ptcp
застеклять,1.7449451423717872,Ptcp
застраховывать,1.5929793537515928,Ptcp
застреливать,1.6134814663370372,Ptcp
засучивать,1.7449451423717872,Ptcp
затруднять,1.88316640127143,Ptcp
зафиксировать,2.2737391269680844,Ptcp
захватить,2.3672614008920627,Ptcp
защищать,2.092553985273738,Ptcp
изгонять,1.859198847118026,Ptcp
изготавливать,1.9948461029066102,Ptcp
издавать,2.2873877980113484,Ptcp
изображать,2.6063848402869905,Ptcp
изобретать,1.859198847118026,Ptcp
изуродовать,1.6755754848555082,Ptcp
изучать,1.5677688775277716,Ptcp
изымать,1.9661808492938093,Ptcp
инфицировать,1.6755754848555082,Ptcp
искалечивать,1.6362380313775895,Ptcp
исключать,2.97307614067486,Ptcp
исписывать,2.1657650883978197,Ptcp
исполнять,2.6190890965100735,Ptcp
использовать,2.4629787722637473,Ptcp
испортить,1.7594940190471515,Ptcp
исчерпывать,2.238010298238497,Ptcp
казнить,1.8704253670557711,Ptcp
купить,2.811125088376042,Ptcp
награбить,1.6755754848555082,Ptcp
награждать,1.9764302975773076,Ptcp
нагревать,2.1885501742981943,Ptcp
нагружать,1.6362380313775895,Ptcp
надвигать,1.6362380313775895,Ptcp
надевать,2.039614784264839,Ptcp
назначать,2.9729302878367934,Ptcp
называть,2.4991863727393584,Ptcp
наказывать,2.258137286419119,Ptcp
накинуть,1.9764302975773076,Ptcp
накоплять,1.9370762319117993,Ptcp
накрасить,2.0138423277126254,Ptcp
накрывать,2.424508330745306,Ptcp
накуривать,1.7449451423717872,Ptcp
налаживать,1.8704253670557711,Ptcp
наливать,1.6362380313775895,Ptcp
наметать,1.5677688775277716,Ptcp
намечать,2.2275858530198023,Ptcp
наносить,2.305395922153698,Ptcp
напечатать,2.542150492884482,Ptcp
написать,3.5852842923934136,Ptcp
наполнять,2.7790563729241113,Ptcp
направлять,2.6942363432334355,Ptcp
напрячь,1.8318167695920486,Ptcp
напугать,2.0044480698970384,Ptcp
нарезать,1.5449302638524651,Ptcp
нарисовать,2.666782209425386,Ptcp
нарушать,2.1955959733186736,Ptcp
натапливать,1.5677688775277716,Ptcp
находить,2.841777723304343,Ptcp
нацеливать,1.8704253670557711,Ptcp
начертать,1.5677688775277716,Ptcp
начинать,2.4076837251013217,Ptcp
начищать,2.021735912043235,Ptcp
недопивать,1.5677688775277716,Ptcp
обвинять,1.6134814663370372,Ptcp
обдирать,1.5677688775277716,Ptcp
обеспечивать,2.326581309245246,Ptcp
обеспокоить,1.9159757314484405,Ptcp
обессилить,1.7116438916487926,Ptcp
обещать,2.1067186367351023,Ptcp
обкладывать,1.5449302638524651,Ptcp
облачать,1.6362380313775895,Ptcp
облеплять,1.5449302638524651,Ptcp
обломать,1.5449302638524651,Ptcp
обманывать,2.2059548730254877,Ptcp
обнаруживать,2.804081009162542,Ptcp
обозначать,2.3473974908732416,Ptcp
оборудовать,2.029488582737789,Ptcp
обрадовать,1.9159757314484405,Ptcp
обращать,2.363123098253451,Ptcp
обставлять,1.8937974614465296,Ptcp
обугливать,1.6362380313775895,Ptcp
обусловливать,2.6835756661445362,Ptcp
объединять,2.228396677350529,Ptcp
объявлять,2.5765456978843604,Ptcp
оглушать,2.021735912043235,Ptcp
огораживать,1.6134814663370372,Ptcp
ограничивать,2.343686189783747,Ptcp
оказывать,1.5677688775277716,Ptcp
оканчивать,2.460137515828675,Ptcp
оккупировать,2.194721474346611,Ptcp
окрашивать,2.0543746941624015,Ptcp
окружать,2.8977891143317076,Ptcp
окутывать,1.6755754848555082,Ptcp
описывать,2.7013825748805176,Ptcp
оправдывать,1.9948461029066102,Ptcp
определять,2.4172276318715995,Ptcp
опубликовывать,2.8232353026704256,Ptcp
опускать,2.652985554946943,Ptcp
организовывать,2.2957921186231065,Ptcp
